CNAE;descricao;categoria;Justificativa com Base Lei 4186.2007;inscricao;ZONA_CORREDOR
2651500;Fabricação de aparelhos e equipamentos de medida, teste e controle;IV.D - INDÚSTRIA GERAL;"A categoria inclui a ""fabricação de instrumentos, utensílios e aparelhos de medida, não elétricos, para usos técnicos e profissionais"".";17200;corredor_2
2652300;Fabricação de cronômetros e relógios;III.D - INDÚSTRIA DE MÉDIO PORTE;"Análogo à ""fabricação de artigos de ourivesaria, joalheria e bijuterias"".";17300;corredor_2
2670101;Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;IV.D - INDÚSTRIA GERAL;"A categoria inclui a ""fabricação de aparelhos, instrumentos e materiais fotográficos e de ótica"".";17400;2Ax
2670102;Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;IV.D - INDÚSTRIA GERAL;"A categoria inclui a ""fabricação de aparelhos, instrumentos e materiais fotográficos e de ótica"".";17500;2A2
2710402;Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;IV.D - INDÚSTRIA GERAL;"A categoria inclui a ""fabricação de produtos eletro-eletrônicos"".";17600;corredor_2
2733300;Fabricação de fios, cabos e condutores elétricos isolados;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""todas as atividades da indústria de material elétrico e de comunicações, exceto fabricação de pilhas, baterias e acumuladores"".";17600;corredor_2
2829101;Fabricação de máquinas de escrever, calcular e outros equipamentos não- eletrônicos para escritório, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"Análogo à ""fabricação de artigos de metal para escritório"".";17700;2Ax
3250701;Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;IV.D - INDÚSTRIA GERAL;"A categoria inclui a ""fabricação de aparelhos, instrumentos e material ortopédico, inclusive [...] odontológicas e de laboratórios"".";17800;1Ax
3250702;Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;IV.D - INDÚSTRIA GERAL;"A categoria inclui a ""fabricação de aparelhos, instrumentos e material ortopédico, inclusive cadeiras de roda, odontológicas e de laboratórios"".";17900;2A2
3250706;Serviços de prótese dentária;IV.D - INDÚSTRIA GERAL;"Análogo à ""fabricação de [...] material ortopédico, inclusive [...] odontológicas"".";18000;corredor_2
3250707;Fabricação de artigos ópticos;IV.D - INDÚSTRIA GERAL;"A categoria inclui a ""fabricação de aparelhos, instrumentos e materiais fotográficos e de ótica"".";18100;1Ax
3250709;Serviço de laboratório óptico;II.B.2 - SERVIÇO LOCAL;"Enquadra-se como ""serviços de profissionais liberais e técnicos"".";18200;corredor_2
3299002;Fabricação de canetas, lápis e outros artigos para escritório;II.D.1 - PEQUENA INDÚSTRIA;"Análogo à ""fabricação de artigos diversos de material plástico (...artigos de escritório)"".";18300;corredor_2
3299003;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""maquetista, pintura de placas e letreiros"".";18400;2A2
3299006;Fabricação de velas, inclusive decorativas;IV.D - INDÚSTRIA GERAL;"A categoria inclui a ""fabricação de produtos de perfumaria em geral e fabricação de velas"".";18500;corredor_2
3312102;Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;II.B.2 - SERVIÇO LOCAL;"Análogo a ""consertos de pequenos eletrodomésticos"".";18600;2A2
3312103;Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;II.B.2 - SERVIÇO LOCAL;"Análogo a ""consertos de pequenos eletrodomésticos"".";18700;1Ax
3312104;Manutenção e reparação de equipamentos e instrumentos ópticos;II.B.2 - SERVIÇO LOCAL;"Análogo a ""consertos de pequenos eletrodomésticos"".";18800;2Ax
3314709;Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;II.B.2 - SERVIÇO LOCAL;"Análogo a ""consertos de pequenos eletrodomésticos"".";18900;1Ax
3329501;Serviços de montagem de móveis de qualquer material;II.B.2 - SERVIÇO LOCAL;"Serviço técnico análogo a ""eletricista"" , ""pintor"", etc.";19000;corredor_2
3511501;Geração de energia elétrica;VI - ATIVIDADES ESPECIAIS;"Atividade que depende de ""localização específica, independente de zoneamento"".";19100;1Ax
3511502;Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica;VI - ATIVIDADES ESPECIAIS;"Atividade que depende de ""localização específica, independente de zoneamento"".";19200;corredor_2
3513100;Comércio atacadista de energia elétrica;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria descreve ""estabelecimentos destinados à vendas atacadistas"".";19300;2A2
3600601;Captação, tratamento e distribuição de água;VI - ATIVIDADES ESPECIAIS;"Atividade que depende de ""localização específica, independente de zoneamento"".";19400;1Ax
3600602;Distribuição de água por caminhões;III.B.2 - SERVIÇO ESPECIAL;"Análogo à ""transportadora de pequeno porte"".";19600;2Ax
4110700;Incorporação de empreendimentos imobiliários;II.B.2 - SERVIÇO LOCAL;"Atividade de ""Escritórios, [...] corretores"".";19700;2A2
4120400;Construção de edifícios;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""construtoras e afins"".";19800;corredor_2
4399101;Administração de obras;II.B.2 - SERVIÇO LOCAL;"Atividade de ""Escritórios [...] administrativos"".";19900;corredor_2
4511101;Comércio a varejo de automóveis, camionetas e utilitários novos;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""aluguel e ou venda de veículos leves"".";20000;1Ax
4511102;Comércio a varejo de automóveis, camionetas e utilitários usados;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""aluguel e ou venda de veículos leves"".";20100;1Ax
4511103;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""aluguel e ou venda de veículos pesados"".";20200;corredor_2
4512901;Representantes comerciais e agentes do comércio de veículos automotores;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"" e ""corretores"".";20300;1Ax
4512902;Comércio sob consignação de veículos automotores;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""aluguel e ou venda de veículos leves"".";20400;corredor_2
4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;II.A - COMÉRCIO LOCAL;"A categoria inclui ""peças e acessórios para veículos"".";20500;2Ax
4530704;Comércio a varejo de peças e acessórios usados para veículos automotores;II.A - COMÉRCIO LOCAL;"A categoria inclui ""peças e acessórios para veículos"".";20600;2A2
4530705;Comércio a varejo de pneumáticos e câmaras-de-ar;II.A - COMÉRCIO LOCAL;"A categoria inclui ""peças e acessórios para veículos"".";20700;1Ax
4530706;Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"" e ""corretores"".";20800;1Ax
4541203;Comércio a varejo de motocicletas e motonetas novas;II.A - COMÉRCIO LOCAL;"Análogo à ""vendas ao consumidor exclusivamente varejista de produtos relacionados ao consumo residencial"".";20900;corredor_2
4541204;Comércio a varejo de motocicletas e motonetas usadas;II.A - COMÉRCIO LOCAL;"Análogo à ""vendas ao consumidor exclusivamente varejista de produtos relacionados ao consumo residencial"".";20900;corredor_2
4541206;Comércio a varejo de peças e acessórios novos para motocicletas e motonetas;II.A - COMÉRCIO LOCAL;"A categoria inclui ""peças e acessórios para veículos"".";21000;1A3
4541207;Comércio a varejo de peças e acessórios usados para motocicletas e motonetas;II.A - COMÉRCIO LOCAL;"A categoria inclui ""peças e acessórios para veículos"".";21000;1Ax
4542101;Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"" e ""corretores"".";21100;corredor_2
4542102;Comércio sob consignação de motocicletas e motonetas;II.A - COMÉRCIO LOCAL;"Análogo à ""vendas ao consumidor exclusivamente varejista de produtos relacionados ao consumo residencial"".";21200;corredor_2
4611700;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";21300;2A2
4612500;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";21400;corredor_2
4613300;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";21500;1Ax
4614100;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";21600;2A2
4615000;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";21700;1Ax
4616800;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";21800;2A2
4617600;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";21900;corredor_3
4618401;Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";22000;corredor_2
4618402;Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico- hospitalares;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";22000;corredor_2
4618403;Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";22000;corredor_2
4618499;Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";22000;corredor_2
4619200;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""escritórios representativos ou administrativos de [...] comércio"".";22100;corredor_2
4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;II.A - COMÉRCIO LOCAL;"A categoria inclui ""armazém, empório, mercearia"" e ""mercado"".";22100;corredor_2
4713002;Lojas de variedades, exceto lojas de departamentos ou magazines;II.A - COMÉRCIO LOCAL;"A categoria inclui ""bazar, armarinhos, aviamentos"".";22200;1Ax
4713004;Lojas de departamentos ou magazines, exceto lojas francas (Duty free);IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""centro de compras, shopping center e lojas de departamentos de grande porte"".";22300;1Ax
4713005;Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres;IV.A - COMÉRCIO DE GRANDE PORTE;"Análogo a ""lojas de departamentos de grande porte"".";22400;corredor_2
4721102;Padaria e confeitaria com predominância de revenda;II.A - COMÉRCIO LOCAL;"A categoria inclui ""padaria"" e ""confeitaria"".";22600;corredor_3
4721103;Comércio varejista de laticínios e frios;II.A - COMÉRCIO LOCAL;"Análogo a ""armazém, empório, mercearia"".";22600;corredor_3
4721104;Comércio varejista de doces, balas, bombons e semelhantes;II.A - COMÉRCIO LOCAL;"A categoria inclui ""confeitaria, doceria, chocolates"".";22700;corredor_2
4722901;Comércio varejista de carnes - açougues;II.A - COMÉRCIO LOCAL;"A categoria inclui ""casas de carnes, açougues, avícolas"".";22800;1A3
4722902;Peixaria;II.A - COMÉRCIO LOCAL;"A categoria inclui ""peixaria"".";22800;1Ax
4723700;Comércio varejista de bebidas;II.A - COMÉRCIO LOCAL;"A categoria inclui ""bebidas sem consumo no local"".";22900;corredor_2
4724500;Comércio varejista de hortifrutigranjeiros;II.A - COMÉRCIO LOCAL;"A categoria inclui ""quitanda, frutaria"".";22900;corredor_2
4729601;Tabacaria;II.A - COMÉRCIO LOCAL;"A categoria inclui ""charutaria, tabacaria"".";23000;4A2
4729602;Comércio varejista de mercadorias em lojas de conveniência;II.A - COMÉRCIO LOCAL;"Análogo a ""armazém, empório, mercearia"".";23100;corredor_2
4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;II.A - COMÉRCIO LOCAL;"Análogo a ""armazém, empório, mercearia"".";23200;corredor_2
4732600;Comércio varejista de lubrificantes;III.B.2 - SERVIÇO ESPECIAL;"Atividade normalmente associada a ""postos de abastecimento de combustíveis e serviços"".";23300;corredor_2
4741500;Comércio varejista de tintas e materiais para pintura;III.A.1 - COMÉRCIO GERAL;"Análogo a ""material de construção"".";23400;1Ax
4742300;Comércio varejista de material elétrico;II.A - COMÉRCIO LOCAL;"A categoria inclui ""material elétrico"".";23500;1Ax
4743100;Comércio varejista de vidros;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""vidraçaria"".";23600;1Ax
4744001;Comércio varejista de ferragens e ferramentas;II.A - COMÉRCIO LOCAL;"A categoria inclui ""ferragens, ferramentas"".";23700;4A2
4744003;Comércio varejista de materiais hidráulicos;II.A - COMÉRCIO LOCAL;"A categoria inclui ""material hidráulico"".";23800;4A2
4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;II.A - COMÉRCIO LOCAL;"A categoria inclui ""equipamentos de som, informática"".";23900;corredor_2
4751202;Recarga de cartuchos para equipamentos de informática;II.B.2 - SERVIÇO LOCAL;"Serviço técnico análogo a ""consertos de pequenos eletrodomésticos"".";23900;corredor_2
4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;II.A - COMÉRCIO LOCAL;"Análogo a ""equipamentos de som, informática"".";23900;corredor_2
4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;II.A - COMÉRCIO LOCAL;"A categoria inclui ""eletrodomésticos, utensílios"" e ""equipamentos de som"".";23900;corredor_2
4754701;Comércio varejista de móveis;II.A - COMÉRCIO LOCAL;"A categoria inclui ""móveis e artigos de decoração"".";24000;corredor_2
4754702;Comércio varejista de artigos de colchoaria;II.A - COMÉRCIO LOCAL;"Análogo a ""móveis e artigos de decoração"".";24000;corredor_2
4754703;Comércio varejista de artigos de iluminação;II.A - COMÉRCIO LOCAL;"Análogo a ""móveis e artigos de decoração"".";24000;corredor_2
4755501;Comércio varejista de tecidos;II.A - COMÉRCIO LOCAL;"A categoria inclui ""artigos de vestuário, tecidos"".";24000;corredor_2
4755502;Comercio varejista de artigos de armarinho;II.A - COMÉRCIO LOCAL;"A categoria inclui ""armarinhos, aviamentos"".";24000;corredor_3
